key,translation
Guest_Thought_EnergyCritical_Natural_Adult_01,'I need a sit down'
Guest_Thought_EnergyCritical_Natural_Adult_02,'I'm exhausted'
Guest_Thought_EnergyCritical_Natural_Adult_03,'I'm really tired right now'
Guest_Thought_EnergyCritical_Natural_Adult_04,'I am bushed'
Guest_Thought_EnergyCritical_Natural_Child_01,'I need a nap'
Guest_Thought_EnergyCritical_Natural_Child_02,'*Yawn*'
Guest_Thought_EnergyCritical_Natural_Child_03,'My feet hurt!'
Guest_Thought_EnergyCritical_Natural_Child_04,'Are we there yet?'
Guest_Thought_EnergyCritical_Natural_Common_01,'I'm tired'
Guest_Thought_EnergyCritical_Natural_Teen_01,'I'm so tired right now'
Guest_Thought_EnergyCritical_Natural_Teen_02,'I'm super tired'
Guest_Thought_EnergyCritical_Natural_Teen_03,'Man, I'm beat'
Guest_Thought_EnergyCritical_Natural_Teen_04,'I am smoked'
Guest_Thought_EnergySatisfied_Destination_Adult_01,'I feel rested after visiting {reference}'
Guest_Thought_EnergySatisfied_Destination_Adult_02,'I am raring to go after {reference}'
Guest_Thought_EnergySatisfied_Destination_Child_01,'I feel great! - {reference}'
Guest_Thought_EnergySatisfied_Destination_Common_01,'I feel rested now - {reference}'
Guest_Thought_EnergySatisfied_Destination_Teen_01,'I'm full of energy again! - {reference}'
Guest_Thought_EnergySatisfied_Destination_Teen_02,'{reference} was great! Let's go!'
Guest_Thought_FacilityQueueFull_Adult_01,'It's a shame {reference} is so busy'
Guest_Thought_FacilityQueueFull_Adult_02,'Maybe I'll come back to {reference} when it's less busy'
Guest_Thought_FacilityQueueFull_Adult_03,'The line for {reference} looks too big right now'
Guest_Thought_FacilityQueueFull_Child_01,'Aw! {reference} is really busy'
Guest_Thought_FacilityQueueFull_Child_02,'The queue for {reference} would take ages!'
Guest_Thought_FacilityQueueFull_Child_03,'There's no room to queue for {reference}'
Guest_Thought_FacilityQueueFull_Common_01,'{reference} looks busy, I'll try somewhere else'
Guest_Thought_FacilityQueueFull_Teen_01,'It will take too long to get into {reference}'
Guest_Thought_FacilityQueueFull_Teen_02,'I don't want to queue that much for {reference}'
Guest_Thought_FacilityQueueFull_Teen_03,'I'm not lining up for {reference}'
Guest_Thought_Fluff_BadQueueTheming_Adult_01,'The queue for {reference} would look better with more scenery'
Guest_Thought_Fluff_BadQueueTheming_Adult_02,'The queue is really plain for {reference}!'
Guest_Thought_Fluff_BadQueueTheming_Adult_03,'{reference} has pretty rubbish queue scenery'
Guest_Thought_Fluff_BadQueueTheming_Adult_04,'There's not much to see queuing at {reference}'
Guest_Thought_Fluff_BadQueueTheming_Child_01,'I wish the queue for {reference} was better'
Guest_Thought_Fluff_BadQueueTheming_Child_02,'I'm bored queuing for {reference}'
Guest_Thought_Fluff_BadQueueTheming_Child_03,'{reference} has the most boring queue'
Guest_Thought_Fluff_BadQueueTheming_Common_01,'{reference} has a really plain looking queue'
Guest_Thought_Fluff_BadQueueTheming_Teen_01,'The queue for {reference} is kinda dull'
Guest_Thought_Fluff_BadQueueTheming_Teen_02,'I hope the ride for {reference} makes up for its boring queue'
Guest_Thought_Fluff_BadQueueTheming_Teen_03,'Least interesting queue award goes to {reference}'
Guest_Thought_Fluff_BadRideTheming_Adult_01,'{reference} doesn't have much scenery'
Guest_Thought_Fluff_BadRideTheming_Adult_02,'There's barely any scenery on {reference}!'
Guest_Thought_Fluff_BadRideTheming_Adult_03,'{reference} has pretty rubbish scenery'
Guest_Thought_Fluff_BadRideTheming_Adult_04,'There's not much to see on {reference}'
Guest_Thought_Fluff_BadRideTheming_Child_01,'I wish the scenery on {reference} was better'
Guest_Thought_Fluff_BadRideTheming_Child_02,'I'm bored of looking at {reference}'
Guest_Thought_Fluff_BadRideTheming_Child_03,'{reference} has the most boring scenery'
Guest_Thought_Fluff_BadRideTheming_Common_01,'{reference} would look better with more scenery!'
Guest_Thought_Fluff_BadRideTheming_Teen_01,'The {reference} is kinda dull without scenery'
Guest_Thought_Fluff_BadRideTheming_Teen_02,'I'm surprised {reference} looks this plain'
Guest_Thought_Fluff_BadRideTheming_Teen_03,'Least interesting ride award goes to {reference}'
Guest_Thought_Fluff_BadShopTheming_Adult_01,'There's not a lot of scenery around {reference}'
Guest_Thought_Fluff_BadShopTheming_Adult_02,'{reference} looks like it was built in a factory!'
Guest_Thought_Fluff_BadShopTheming_Adult_03,'The area around {reference} looks really plain'
Guest_Thought_Fluff_BadShopTheming_Child_01,'There's not much to see here - {reference}'
Guest_Thought_Fluff_BadShopTheming_Child_02,'{reference} looks boring, needs more scenery'
Guest_Thought_Fluff_BadShopTheming_Child_03,'{reference} doesn't have much scenery around it'
Guest_Thought_Fluff_BadShopTheming_Common_01,'{reference} looks a little bland'
Guest_Thought_Fluff_BadShopTheming_Teen_01,'{reference} looks boring without scenery'
Guest_Thought_Fluff_BadShopTheming_Teen_02,'I don't like how {reference} fits into this area'
Guest_Thought_Fluff_BadShopTheming_Teen_03,'I don't like how {reference} looks without scenery'
Guest_Thought_Fluff_BadTheming_Adult_01,'This area is a little bland'
Guest_Thought_Fluff_BadTheming_Adult_02,'They didn't put much effort into this spot'
Guest_Thought_Fluff_BadTheming_Adult_03,'What a terrible view!'
Guest_Thought_Fluff_BadTheming_Adult_04,'That looks awful'
Guest_Thought_Fluff_BadTheming_Child_01,'There's nothing to see here'
Guest_Thought_Fluff_BadTheming_Child_02,'This spot looks boring'
Guest_Thought_Fluff_BadTheming_Child_03,'I wish this place was pretty'
Guest_Thought_Fluff_BadTheming_Child_04,'What a dump!'
Guest_Thought_Fluff_BadTheming_Common_01,'There's not much scenery here'
Guest_Thought_Fluff_BadTheming_Teen_01,'This place looks boring'
Guest_Thought_Fluff_BadTheming_Teen_02,'I don't like how this area looks'
Guest_Thought_Fluff_BadTheming_Teen_03,'There should be more scenery around here'
Guest_Thought_Fluff_BadTheming_Teen_04,'This view sucks'
Guest_Thought_FluffCongested_Common_01,'There's a lot of congestion in this park.'
Guest_Thought_FluffCongested_Common_02,'If one more person bumps into me...'
Guest_Thought_FluffCongested_Common_03,'Why do they let so many people in the park!'
Guest_Thought_FluffCongested_Common_04,'I keep getting stuck behind people'
Guest_Thought_Fluff_GoodQueueTheming_Adult_01,'The queue for {reference} has great scenery!'
Guest_Thought_Fluff_GoodQueueTheming_Adult_02,'The queue scenery while around {reference} is amazing!'
Guest_Thought_Fluff_GoodQueueTheming_Adult_03,'{reference} has great queue scenery'
Guest_Thought_Fluff_GoodQueueTheming_Adult_04,'The queue for {reference} is just beautiful to look at'
Guest_Thought_Fluff_GoodQueueTheming_Child_01,'Woah, {reference}'s queue is so cool!'
Guest_Thought_Fluff_GoodQueueTheming_Child_02,'{reference} has cool stuff all around the queue!'
Guest_Thought_Fluff_GoodQueueTheming_Child_03,'You can see so much cool scenery in the queue for {reference}!'
Guest_Thought_Fluff_GoodQueueTheming_Common_01,'{reference} has a great looking queue'
Guest_Thought_Fluff_GoodQueueTheming_Teen_01,'{reference} has the best queue scenery'
Guest_Thought_Fluff_GoodQueueTheming_Teen_02,'The queue is my favourite bit of {reference}!'
Guest_Thought_Fluff_GoodQueueTheming_Teen_03,'Best queue ever! - {reference}'
Guest_Thought_Fluff_GoodQueueTheming_Teen_04,'Wow! The queue for {reference} looks rad!'
Guest_Thought_Fluff_GoodRideTheming_Adult_01,'{reference} looks amazing with all this scenery!'
Guest_Thought_Fluff_GoodRideTheming_Adult_02,'The scenery on {reference} is amazing!'
Guest_Thought_Fluff_GoodRideTheming_Adult_03,'{reference} has lots of great scenery!'
Guest_Thought_Fluff_GoodRideTheming_Adult_04,'{reference} is just beautiful to look at'
Guest_Thought_Fluff_GoodRideTheming_Child_01,'Woah, {reference} looks so cool with its scenery!'
Guest_Thought_Fluff_GoodRideTheming_Child_02,'{reference} has brilliant scenery all over it!'
Guest_Thought_Fluff_GoodRideTheming_Child_03,'There's so much great stuff to see on {reference}!'
Guest_Thought_Fluff_GoodRideTheming_Common_01,'{reference} has great scenery!'
Guest_Thought_Fluff_GoodRideTheming_Teen_01,'{reference} has the best scenery'
Guest_Thought_Fluff_GoodRideTheming_Teen_02,'The scenery is my favourite part of {reference}!'
Guest_Thought_Fluff_GoodRideTheming_Teen_03,'Best scenery ever! - {reference}'
Guest_Thought_Fluff_GoodRideTheming_Teen_04,'Wow! {reference} looks rad!'
Guest_Thought_Fluff_GoodShopTheming_Adult_01,'Wow! The scenery around {reference} looks great!'
Guest_Thought_Fluff_GoodShopTheming_Adult_02,'I love the area around {reference}'
Guest_Thought_Fluff_GoodShopTheming_Adult_03,'I like how {reference} looks in this area'
Guest_Thought_Fluff_GoodShopTheming_Child_01,'{reference} looks so cool with all the scenery!'
Guest_Thought_Fluff_GoodShopTheming_Child_02,'{reference} looks amazing! So much scenery!'
Guest_Thought_Fluff_GoodShopTheming_Child_03,'The scenery near {reference} looks cool!'
Guest_Thought_Fluff_GoodShopTheming_Common_01,'{reference} is surrounded by great scenery!'
Guest_Thought_Fluff_GoodShopTheming_Teen_01,'I'm loving the look of {reference}'
Guest_Thought_Fluff_GoodShopTheming_Teen_02,'Epic scenery around {reference}'
Guest_Thought_Fluff_GoodShopTheming_Teen_03,'{reference} has awesome scenery'
Guest_Thought_Fluff_GoodTheming_Adult_01,'Wow! This place looks great'
Guest_Thought_Fluff_GoodTheming_Adult_02,'I really like this area'
Guest_Thought_Fluff_GoodTheming_Adult_03,'What a great view!'
Guest_Thought_Fluff_GoodTheming_Adult_04,'What a beautiful place'
Guest_Thought_Fluff_GoodTheming_Child_01,'This place looks so cool!'
Guest_Thought_Fluff_GoodTheming_Child_02,'That looks amazing!'
Guest_Thought_Fluff_GoodTheming_Child_03,'Wow! Is that real?'
Guest_Thought_Fluff_GoodTheming_Child_04,'It looks magical here!'
Guest_Thought_Fluff_GoodTheming_Common_01,'This place has great scenery!'
Guest_Thought_Fluff_GoodTheming_Teen_01,'I'm loving the look of this place'
Guest_Thought_Fluff_GoodTheming_Teen_02,'This scenery is epic!'
Guest_Thought_Fluff_GoodTheming_Teen_03,'What a great looking place'
Guest_Thought_Fluff_GoodTheming_Teen_04,'That is one awesome view'
Guest_Thought_Fluff_Happy_Adult_01,'I'm having a great time!'
Guest_Thought_Fluff_Happy_Adult_02,'I'm having so much fun'
Guest_Thought_Fluff_Happy_Adult_03,'What a nice park!'
Guest_Thought_Fluff_Happy_Adult_04,'What an amazing place!'
Guest_Thought_Fluff_Happy_Child_01,'This park is the best!'
Guest_Thought_Fluff_Happy_Child_02,'I love this place!'
Guest_Thought_Fluff_Happy_Child_03,'Yay!'
Guest_Thought_Fluff_Happy_Child_04,'I never want to leave!'
Guest_Thought_Fluff_Happy_Common_01,'This park is great!'
Guest_Thought_Fluff_Happy_Teen_01,'This place is awesome!'
Guest_Thought_Fluff_Happy_Teen_02,'I'm super excited'
Guest_Thought_Fluff_Happy_Teen_03,'Woo!'
Guest_Thought_Fluff_Happy_Teen_04,'Best! Day! Ever!'
Guest_Thought_FluffInLitter_Adult_01,'Don't they hire any Janitors?'
Guest_Thought_FluffInLitter_Adult_02,'I'm walking through litter here!'
Guest_Thought_FluffInLitter_Adult_03,'This path is filthy'
Guest_Thought_FluffInLitter_Child_01,'It's not nice to drop litter'
Guest_Thought_FluffInLitter_Child_02,'Litter is yucky!'
Guest_Thought_FluffInLitter_Child_03,'This path is so gross!'
Guest_Thought_FluffInLitter_Common_01,'That litter is disgusting'
Guest_Thought_FluffInLitter_Common_02,'There's rubbish all over the place'
Guest_Thought_FluffInLitter_Common_03,'There's litter on the path'
Guest_Thought_FluffInLitter_Teen_01,'There's rubbish everywhere!'
Guest_Thought_FluffInLitter_Teen_02,'There's litter all over the place'
Guest_Thought_FluffInLitter_Teen_03,'I think I got yuck on my shoes!'
Guest_Thought_FluffInVomit_Adult_01,'This vomit is disgusting'
Guest_Thought_FluffInVomit_Adult_02,'Oh that's gross! Somebody threw up!'
Guest_Thought_FluffInVomit_Adult_03,'Someone needs to clean that sick up'
Guest_Thought_FluffInVomit_Child_01,'Ewww! Sick!'
Guest_Thought_FluffInVomit_Child_02,'Who hurled!?'
Guest_Thought_FluffInVomit_Child_03,'Oh look, sick!'
Guest_Thought_FluffInVomit_Common_01,'Ew, I stepped in sick!'
Guest_Thought_FluffInVomit_Common_02,'Oh that's gross! Somebody threw up!'
Guest_Thought_FluffInVomit_Common_03,'They should clean that puke up'
Guest_Thought_FluffInVomit_Teen_01,'What did I just step in!?'
Guest_Thought_FluffInVomit_Teen_02,'Oh that's gross! Somebody threw up!'
Guest_Thought_FluffInVomit_Teen_03,'Ugh, I think I got puke on my shoes!'
Guest_Thought_Fluff_Neutral_Adult_01,'This place is almost great'
Guest_Thought_Fluff_Neutral_Adult_02,'I'm having some fun...'
Guest_Thought_Fluff_Neutral_Adult_03,'I've been to better theme parks'
Guest_Thought_Fluff_Neutral_Adult_04,'This park is okay I guess'
Guest_Thought_Fluff_Neutral_Child_01,'I'm having fun, I guess'
Guest_Thought_Fluff_Neutral_Child_02,'I kinda wanna do something else'
Guest_Thought_Fluff_Neutral_Child_03,'I wanna have more fun'
Guest_Thought_Fluff_Neutral_Child_04,'There isn't that much to do here'
Guest_Thought_Fluff_Neutral_Common_01,'This park is okay so far'
Guest_Thought_Fluff_Neutral_Teen_01,'This place is pretty average'
Guest_Thought_Fluff_Neutral_Teen_02,'I need, like, a few reeeally fun rides!'
Guest_Thought_Fluff_Neutral_Teen_03,'I'm not sure what to go on'
Guest_Thought_Fluff_Neutral_Teen_04,'I've been to worse places'
Guest_Thought_FluffNotCongested_Common_01,'This park is very spacious'
Guest_Thought_FluffNotCongested_Common_02,'Lots of room to walk about here!'
Guest_Thought_FluffNotCongested_Common_03,'It's good the park isn't overcrowded!'
Guest_Thought_FluffNotCongested_Common_04,'So much room to walk around! This place rocks!'
Guest_Thought_Fluff_OnRide_Adult_01,'I'm having fun on {reference}!'
Guest_Thought_Fluff_OnRide_Adult_02,'{reference} is amazing!'
Guest_Thought_Fluff_OnRide_Adult_03,'Eeeeee! - {reference}!'
Guest_Thought_Fluff_OnRide_Child_01,'Wheeee! {reference}'
Guest_Thought_Fluff_OnRide_Child_02,'{reference} is brilliant!'
Guest_Thought_Fluff_OnRide_Child_03,'{reference} is great!'
Guest_Thought_Fluff_OnRide_Child_04,'I could ride on {reference} all day long'
Guest_Thought_Fluff_OnRide_Common_01,'{reference} is so much fun!'
Guest_Thought_Fluff_OnRide_IntensityHigh_Adult_01,'I can feel a lot of G-Forces! - {reference}'
Guest_Thought_Fluff_OnRide_IntensityHigh_Adult_02,'{reference} just scared me!'
Guest_Thought_Fluff_OnRide_IntensityHigh_Adult_03,'Yikes! That was a scary moment! - {reference}'
Guest_Thought_Fluff_OnRide_IntensityHigh_Child_01,'Eeeeeee! - {reference}'
Guest_Thought_Fluff_OnRide_IntensityHigh_Child_02,'This is scary! - {reference}'
Guest_Thought_Fluff_OnRide_IntensityHigh_Child_03,'I'm scared! - {reference}!'
Guest_Thought_Fluff_OnRide_IntensityHigh_Common_01,'{reference} feels intense!'
Guest_Thought_Fluff_OnRide_IntensityHigh_Teen_01,'These G-Forces are so intense! - {reference}'
Guest_Thought_Fluff_OnRide_IntensityHigh_Teen_02,'Aaaaaaah! - {reference}'
Guest_Thought_Fluff_OnRide_IntensityHigh_Teen_03,'Woah! That was intense! - {reference}'
Guest_Thought_Fluff_OnRide_Nausea_Adult_01,'I hope I don't vomit! - {reference}'
Guest_Thought_Fluff_OnRide_Nausea_Adult_02,'{reference} is making me feel nauseous!'
Guest_Thought_Fluff_OnRide_Nausea_Adult_03,'My stomach is heaving! - {reference}'
Guest_Thought_Fluff_OnRide_Nausea_Child_01,'{reference} makes me feel ill'
Guest_Thought_Fluff_OnRide_Nausea_Child_02,'I feel ill - {reference}'
Guest_Thought_Fluff_OnRide_Nausea_Child_03,'I hope I'm not sick - {reference}!'
Guest_Thought_Fluff_OnRide_Nausea_Common_01,'{reference} is making me feel sick!'
Guest_Thought_Fluff_OnRide_Nausea_Teen_01,'Urgh! - {reference}'
Guest_Thought_Fluff_OnRide_Nausea_Teen_02,'{reference} makes me wanna hurl!'
Guest_Thought_Fluff_OnRide_Nausea_Teen_03,'{reference} is a nauseous ride'
Guest_Thought_Fluff_OnRide_Teen_01,'I wish I could take a selfie - {reference}'
Guest_Thought_Fluff_OnRide_Teen_02,'This is my favourite part of {reference}!'
Guest_Thought_Fluff_OnRide_Teen_03,'What a rush! - {reference}'
Guest_Thought_FluffParkSmall_Common_01,'I wish there were more rides.'
Guest_Thought_FluffParkSmall_Common_02,'There's not a lot to do here.'
Guest_Thought_FluffParkSmall_Common_03,'There aren't many rides in this park.'
Guest_Thought_FluffParkSmall_Common_04,'This park could do with expanding a little.'
Guest_Thought_FluffParkSmall_Common_05,'I've seen bigger and better parks.'
Guest_Thought_FluffRideOld_Adult_01,'{reference} is starting to look a bit old.'
Guest_Thought_FluffRideOld_Adult_02,'They should probably replace {reference}, is looking old now.'
Guest_Thought_FluffRideOld_Adult_03,'{reference} looks older than me!'
Guest_Thought_FluffRideOld_Child_01,'{reference} is old, I want to ride something newer.'
Guest_Thought_FluffRideOld_Child_02,'{reference} looks too old.'
Guest_Thought_FluffRideOld_Child_03,'{reference} looks older than granny.'
Guest_Thought_FluffRideOld_Common_01,'{reference} looks really old.'
Guest_Thought_FluffRideOld_Teen_01,'Whoa, {reference} looks totally old.'
Guest_Thought_FluffRideOld_Teen_02,'{reference} is looking ooooold!'
Guest_Thought_FluffRideOld_Teen_03,'Who'd want to go on something as old as {reference}?'
Guest_Thought_Fluff_Unhappy_Adult_01,'There's nothing interesting to do here'
Guest_Thought_Fluff_Unhappy_Adult_02,'I haven't been on a ride in ages'
Guest_Thought_Fluff_Unhappy_Adult_03,'This park is terrible'
Guest_Thought_Fluff_Unhappy_Adult_04,'This place is dull as dishwater'
Guest_Thought_Fluff_Unhappy_Child_01,'I'm bored'
Guest_Thought_Fluff_Unhappy_Child_02,'How long till we go home?'
Guest_Thought_Fluff_Unhappy_Child_03,'I'm so bored!'
Guest_Thought_Fluff_Unhappy_Common_01,'This place sucks...'
Guest_Thought_Fluff_Unhappy_Teen_01,'I hate this place!'
Guest_Thought_Fluff_Unhappy_Teen_02,'Why can't I get on a ride?'
Guest_Thought_Fluff_Unhappy_Teen_03,'I wish I was somewhere else'
Guest_Thought_Fluff_Unhappy_Teen_04,'This is like watching paint dry'
Guest_Thought_GoingHome_Adult_01,'I think I'll call it a day here'
Guest_Thought_GoingHome_Adult_02,'Time has just flown by'
Guest_Thought_GoingHome_Adult_03,'I hope the traffic home is okay'
Guest_Thought_GoingHome_Adult_04,'That's enough fun for one day'
Guest_Thought_GoingHome_Child_01,'Aw! I don't wanna leave yet!'
Guest_Thought_GoingHome_Child_02,'Is it home time already?'
Guest_Thought_GoingHome_Child_03,'Bye, Park! I'm going home!'
Guest_Thought_GoingHome_Child_04,'But I don't want to go home!'
Guest_Thought_GoingHome_Common_01,'Time to go home!'
Guest_Thought_GoingHome_Common_02,'I better go home soon'
Guest_Thought_GoingHome_Common_03,'Home time!'
Guest_Thought_GoingHome_Common_04,'Let's get out of here'
Guest_Thought_GoingHome_Teen_01,'What an amazing day'
Guest_Thought_GoingHome_Teen_02,'I'm beat, time to call it a day'
Guest_Thought_GoingHome_Teen_03,'Time to leave, I think.'
Guest_Thought_GoingHome_Teen_04,'It was good while it lasted'
Guest_Thought_HungerCritical_Destination_Common_01,'I'm hungry after {reference}'
Guest_Thought_HungerCritical_Destination_Common_02,'{reference} made me hungry'
Guest_Thought_HungerCritical_Destination_Common_03,'I'm starving after {reference}'
Guest_Thought_HungerCritical_Natural_Adult_01,'I'm famished'
Guest_Thought_HungerCritical_Natural_Adult_02,'I am very hungry'
Guest_Thought_HungerCritical_Natural_Adult_03,'I could murder a steak right now'
Guest_Thought_HungerCritical_Natural_Adult_04,'My stomach thinks my mouth's sewn shut!'
Guest_Thought_HungerCritical_Natural_Child_01,'I need food!'
Guest_Thought_HungerCritical_Natural_Child_02,'My tummy is rumbling'
Guest_Thought_HungerCritical_Natural_Child_03,'I'm so hungry'
Guest_Thought_HungerCritical_Natural_Child_04,'FEED ME!'
Guest_Thought_HungerCritical_Natural_Common_01,'I'm hungry'
Guest_Thought_HungerCritical_Natural_Teen_01,'I gotta eat something!'
Guest_Thought_HungerCritical_Natural_Teen_02,'I'm starving'
Guest_Thought_HungerCritical_Natural_Teen_03,'Food. Need food...'
Guest_Thought_HungerCritical_Natural_Teen_04,'What's for lunch?'
Guest_Thought_HungerSatisfied_Destination_Adult_01,'My food at {reference} was great!'
Guest_Thought_HungerSatisfied_Destination_Adult_02,'Had a superb meal at {reference}'
Guest_Thought_HungerSatisfied_Destination_Child_01,'I'm full now! - {reference}'
Guest_Thought_HungerSatisfied_Destination_Common_01,'Great food! - {reference}'
Guest_Thought_HungerSatisfied_Destination_Teen_01,'Literally awesome sauce! - {reference}'
Guest_Thought_HungerSatisfied_Destination_Teen_02,'Couldn't eat another thing after {reference}'
Guest_Thought_InQueue_Breakdown_Adult_01,'I hate it when rides break down! - {reference}'
Guest_Thought_InQueue_Breakdown_Adult_02,'Maybe I'll come back to {reference} when it's fixed again'
Guest_Thought_InQueue_Breakdown_Adult_03,'I hope the mechanics don't take too long to fix {reference}'
Guest_Thought_InQueue_Breakdown_Child_01,'Aw! {reference} broke down!'
Guest_Thought_InQueue_Breakdown_Child_02,'No Fair! I was about to ride on {reference}'
Guest_Thought_InQueue_Breakdown_Child_03,'Broken down? I wasted all that time queuing for {reference}!'
Guest_Thought_InQueue_Breakdown_Common_01,'Oh no! {reference} has broken down!'
Guest_Thought_InQueue_Breakdown_Teen_01,'Ugh! {reference} has just broken down'
Guest_Thought_InQueue_Breakdown_Teen_02,'I can't believe {reference} just broke down'
Guest_Thought_InQueue_Breakdown_Teen_03,'Dang! There's no point lining up for {reference} now'
Guest_Thought_InQueue_DownTime_Bad_Adult_01,'I hope {reference} doesn't have a breakdown while I'm queuing'
Guest_Thought_InQueue_DownTime_Bad_Adult_02,'Please don't have a breakdown again! - {reference}'
Guest_Thought_InQueue_DownTime_Bad_Adult_03,'I wonder when a mechanic last inspected {reference}?'
Guest_Thought_InQueue_DownTime_Bad_Child_01,'I hope {reference} doesn't break down!'
Guest_Thought_InQueue_DownTime_Bad_Child_02,'Please don't break down {reference}!'
Guest_Thought_InQueue_DownTime_Bad_Child_03,'I'm worried that {reference} is going to break down'
Guest_Thought_InQueue_DownTime_Bad_Common_01,'I hear {reference} is broken down a lot'
Guest_Thought_InQueue_DownTime_Bad_Teen_01,'{reference} better not break down while I'm queuing'
Guest_Thought_InQueue_DownTime_Bad_Teen_02,'I really don't want {reference} to have a breakdown'
Guest_Thought_InQueue_DownTime_Bad_Teen_03,'If {reference} has a breakdown, I'm gonna be mad!'
Guest_Thought_InQueue_Wear_Bad_Adult_01,'I hope {reference} is safer than it looks'
Guest_Thought_InQueue_Wear_Bad_Child_01,'{reference} doesn't look all that safe...'
Guest_Thought_InQueue_Wear_Bad_Common_01,'{reference} looks poorly maintained'
Guest_Thought_InQueue_Wear_Bad_Teen_01,'{reference} doesn't look well maintained'
Guest_Thought_InQueue_Wear_Good_Adult_01,'Everything about {reference} looks well maintained'
Guest_Thought_InQueue_Wear_Good_Child_01,'{reference} looks like it will never break down!'
Guest_Thought_InQueue_Wear_Good_Common_01,'{reference} looks well maintained'
Guest_Thought_InQueue_Wear_Good_Teen_01,'I like how well maintained {reference} looks'
Guest_Thought_Luxury_WantToBuy_Common_01,'I'm so happy! I'd love a souvenir'
Guest_Thought_Luxury_WantToBuy_Common_02,'I'd like to browse a gift shop right now'
Guest_Thought_Luxury_WantToBuy_Common_03,'This place is great, I wanna buy a souvenir'
Guest_Thought_Luxury_WantToBuy_Common_04,'I'm enjoying myself, I want to buy a gift for my friend soon'
Guest_Thought_Luxury_WontBuy_Common_01,'I want to do something fun, I don't want to shop at {reference} right now'
Guest_Thought_Luxury_WontBuy_Common_02,'I don't feel like spending money at {reference} right now'
Guest_Thought_Luxury_WontBuy_Common_03,'I don't want to buy a souvenir right now - {reference}'
Guest_Thought_Luxury_WontBuy_Common_04,'I'm not having enough fun to want anything from {reference}'
Guest_Thought_Mascot_Common_01,'{reference} is the best!'
Guest_Thought_Mascot_Common_02,'I love {reference}'
Guest_Thought_Mascot_Common_03,'{reference} Wow!'
Guest_Thought_Mascot_Common_04,'{reference} is amazing!'
Guest_Thought_MusicStand_Common_01,'I'm loving this music! - {reference}'
Guest_Thought_MusicStand_Common_02,'This tune makes me want to dance! {reference}'
Guest_Thought_MusicStand_Common_03,'Woo! Great Music from {reference}'
Guest_Thought_MusicStand_Common_04,'That is a great tune - {reference}'
Guest_Thought_NauseaCritical_Destination_Common_01,'I feel sick after {reference}'
Guest_Thought_NauseaCritical_Destination_Common_02,'{reference} made me nauseous'
Guest_Thought_NauseaCritical_Destination_Common_03,'{reference} made me want to throw up'
Guest_Thought_NauseaCritical_Natural_Adult_01,'I hope I don't throw up'
Guest_Thought_NauseaCritical_Natural_Adult_02,'I feel queasy'
Guest_Thought_NauseaCritical_Natural_Adult_03,'I wish my stomach would settle'
Guest_Thought_NauseaCritical_Natural_Adult_04,'I might be about to see breakfast again'
Guest_Thought_NauseaCritical_Natural_Child_01,'I'm dizzy'
Guest_Thought_NauseaCritical_Natural_Child_02,'My tummy is churning'
Guest_Thought_NauseaCritical_Natural_Child_03,'I don't feel so good...'
Guest_Thought_NauseaCritical_Natural_Child_04,'I'm gonna puke!'
Guest_Thought_NauseaCritical_Natural_Common_01,'I feel sick'
Guest_Thought_NauseaCritical_Natural_Teen_01,'I'm gonna hurl!'
Guest_Thought_NauseaCritical_Natural_Teen_02,'I hope I don't throw up'
Guest_Thought_NauseaCritical_Natural_Teen_03,'Urgh! So ill!'
Guest_Thought_NauseaCritical_Natural_Teen_04,'I think I might blow chunks'
Guest_Thought_NauseaSatisfied_Destination_Adult_01,'I'm glad {reference} was nearby!'
Guest_Thought_NauseaSatisfied_Destination_Child_01,'I feel better now, thanks to {reference}'
Guest_Thought_NauseaSatisfied_Destination_Common_01,'I'm cured! - {reference}'
Guest_Thought_NauseaSatisfied_Destination_Teen_01,'It's a relief to use {reference}'
Guest_Thought_NauseaSatisfied_Natural_Adult_01,'My stomach has calmed down'
Guest_Thought_NauseaSatisfied_Natural_Child_01,'My tummy feels better'
Guest_Thought_NauseaSatisfied_Natural_Common_01,'I don't feel so ill now'
Guest_Thought_NauseaSatisfied_Natural_Teen_01,'I don't feel sick anymore'
Guest_Thought_NoATM_Common_01,'I'm surprised there are no ATMs in the park'
Guest_Thought_NoATM_Common_02,'Oh. There isn't an ATM in this park'
Guest_Thought_NoBenches_Common_01,'I wish there was somewhere to sit down'
Guest_Thought_NoBenches_Common_02,'Aren't there any benches at all here?'
Guest_Thought_NoBenches_Common_03,'Someone needs to build some benches'
Guest_Thought_NoBins_Common_01,'Why aren't there enough bins around here?'
Guest_Thought_NoBins_Common_02,'I wish I could throw this away somewhere'
Guest_Thought_NoBins_Common_03,'I'm bored of looking for a bin'
Guest_Thought_NoDrink_Common_01,'I wish this park had a drink shop'
Guest_Thought_NoDrink_Common_02,'Oh. There are no drink shops in this park'
Guest_Thought_NoFirstAid_Common_01,'I wish this park had a first aid facility'
Guest_Thought_NoFirstAid_Common_02,'Oh. There isn't a first aid facility in this park'
Guest_Thought_NoFood_Common_01,'I wish this park had a food shop'
Guest_Thought_NoFood_Common_02,'Oh. There are no food shops in this park'
Guest_Thought_NoLuxury_Common_01,'I'm surprised there's no gift shops in the park'
Guest_Thought_NoLuxury_Common_02,'Oh. There isn't a gift shop in this park'
Guest_Thought_NoToilets_Common_01,'I wish this park had a toilet'
